squads_player_id;squads_tournament_id;squads_team_id;squads_shirt_number;squads_position_name;players_family_name;players_given_name;players_birth_date;players_female;players_goal_keeper;players_defender;players_midfielder;players_forward
P-00020;WC-2007;T-12;11;defender;Hermus;Randee;1979-11-14;1;0;1;0;0
P-00020;WC-2003;T-12;11;defender;Hermus;Randee;1979-11-14;1;0;1;0;0
P-00034;WC-1998;T-73;11;forward;Alfonso;not applicable;1972-09-26;0;0;0;0;1
P-00036;WC-1974;T-48;19;defender;Strik;Pleun;1944-05-27;0;0;1;0;0
P-00042;WC-1954;T-87;18;forward;Milutinovi?;Miloš;1933-02-05;0;0;0;0;1
P-00042;WC-1958;T-87;7;forward;Milutinovi?;Miloš;1933-02-05;0;0;0;0;1
P-00052;WC-2022;T-59;2;defender;Ró-Ró;not applicable;1990-08-06;0;0;1;0;0
P-00064;WC-2015;T-30;12;midfielder;Thomis;Élodie;1986-08-13;1;0;0;1;1
P-00064;WC-2011;T-30;12;forward;Thomis;Élodie;1986-08-13;1;0;0;1;1
P-00065;WC-2002;T-03;10;midfielder;Ortega;Ariel;1974-03-04;0;0;0;1;0
P-00065;WC-1994;T-03;17;midfielder;Ortega;Ariel;1974-03-04;0;0;0;1;0
P-00065;WC-1998;T-03;10;midfielder;Ortega;Ariel;1974-03-04;0;0;0;1;0
P-00077;WC-2006;T-77;19;defender;Assemoassa;Ludovic;1980-09-18;0;0;1;0;0
P-00081;WC-1990;T-28;21;forward;Bull;Steve;1965-03-28;0;0;0;0;1
P-00083;WC-2015;T-46;3;defender;Murillo;Christina;1993-01-28;1;0;1;0;0
P-00086;WC-1970;T-27;2;defender;Rivas;Roberto;1941-07-17;0;0;1;0;0
P-00105;WC-2002;T-60;8;midfielder;Holland;Matt;1974-04-11;0;0;0;1;0
P-00109;WC-1998;T-06;8;forward;Oliveira;Luís;1969-03-24;0;0;0;0;1
P-00111;WC-2018;T-38;7;midfielder;Shojaei;Masoud;1984-06-09;0;0;0;1;0
P-00111;WC-2014;T-38;7;midfielder;Shojaei;Masoud;1984-06-09;0;0;0;1;0
P-00111;WC-2006;T-38;23;midfielder;Shojaei;Masoud;1984-06-09;0;0;0;1;0
P-00116;WC-1982;T-72;20;defender;Romantsev;Oleg;1954-01-04;0;0;1;0;0
P-00119;WC-1974;T-41;11;forward;Riva;Gigi;1944-11-07;0;0;0;0;1
P-00119;WC-1970;T-41;11;forward;Riva;Gigi;1944-11-07;0;0;0;0;1
P-00137;WC-2011;T-16;5;defender;Arias;Nataly;1986-04-02;1;0;1;0;0
P-00137;WC-2015;T-16;14;defender;Arias;Nataly;1986-04-02;1;0;1;0;0
P-00146;WC-1986;T-57;4;defender;Ostrowski;Marek;1959-11-22;0;0;1;0;0
P-00148;WC-2010;T-44;2;midfielder;Abe;Yuki;1981-09-06;0;0;0;1;0
P-00152;WC-1954;T-41;8;forward;Pandolfini;Egisto;1926-02-19;0;0;0;0;1
P-00152;WC-1950;T-41;0;forward;Pandolfini;Egisto;1926-02-19;0;0;0;0;1
P-00153;WC-1990;T-87;18;defender;Balji?;Mirsad;1962-03-04;0;0;1;0;0
P-00189;WC-1998;T-64;7;forward;Gallacher;Kevin;1966-11-23;0;0;0;0;1
P-00212;WC-2002;T-22;1;goal keeper;Sørensen;Thomas;1976-06-12;0;1;0;0;0
P-00212;WC-2010;T-22;1;goal keeper;Sørensen;Thomas;1976-06-12;0;1;0;0;0
P-00232;WC-2022;T-84;23;goal keeper;Rochet;Sergio;1993-03-23;0;1;0;0;0
P-00234;WC-1990;T-82;17;goal keeper;Musabah;Muhsin;1964-10-01;0;1;0;0;0
P-00244;WC-2022;T-75;20;midfielder;Frei;Fabian;1989-01-08;0;0;0;1;0
P-00262;WC-1974;T-87;3;defender;Hadžiabdi?;Enver;1945-11-06;0;0;1;0;0
P-00266;WC-1994;T-61;21;forward;Ivan;Marian;1969-01-06;0;0;0;0;1
P-00279;WC-1938;T-09;0;midfielder;Afonsinho;not applicable;1914-03-08;0;0;0;1;0
P-00281;WC-1938;T-31;0;midfielder;Mock;Hans;1906-12-09;0;0;0;1;0
P-00300;WC-1958;T-28;17;forward;Brabrook;Peter;1937-11-08;0;0;0;0;1
P-00315;WC-1998;T-38;22;goal keeper;Boroumand;Parviz;1972-09-11;0;1;0;0;0
P-00325;WC-2011;T-29;5;midfielder;Cris;not applicable;1985-12-12;1;0;0;1;0
P-00336;WC-2015;T-48;11;forward;Martens;Lieke;1992-12-16;1;0;0;0;1
P-00336;WC-2019;T-48;11;forward;Martens;Lieke;1992-12-16;1;0;0;0;1
P-00339;WC-2018;T-73;9;forward;Rodrigo;not applicable;1991-03-06;0;0;0;0;1
P-00356;WC-1934;T-06;0;defender;Joacim;Constant;1908-03-03;0;0;1;0;0
P-00369;WC-1930;T-07;0;midfielder;Sáinz;Renato;1899-12-14;0;0;0;1;0
P-00384;WC-2006;T-32;13;defender;Mohamed;Habib;1983-12-10;0;0;1;0;0
P-00386;WC-2003;T-03;6;defender;López;Noelia;1978-07-29;1;0;1;0;0
P-00390;WC-1954;T-71;3;defender;Park;Jae-seung;1923-04-01;0;0;1;0;0
P-00393;WC-2011;T-49;5;defender;Erceg;Abby;1989-11-20;1;0;1;0;0
P-00393;WC-2019;T-49;8;defender;Erceg;Abby;1989-11-20;1;0;1;0;0
P-00393;WC-2007;T-49;5;defender;Erceg;Abby;1989-11-20;1;0;1;0;0
P-00393;WC-2015;T-49;5;defender;Erceg;Abby;1989-11-20;1;0;1;0;0
P-00429;WC-2006;T-55;2;defender;Núñez;Jorge;1978-01-22;0;0;1;0;0
P-00436;WC-1995;T-50;14;defender;Ebimiekumo;Phoebe;1974-01-17;1;0;1;0;0
P-00436;WC-1991;T-50;14;defender;Ebimiekumo;Phoebe;1974-01-17;1;0;1;0;0
P-00439;WC-1958;T-64;1;goal keeper;Younger;Tommy;1930-04-10;0;1;0;0;0
P-00445;WC-1986;T-22;15;midfielder;Arnesen;Frank;1956-09-30;0;0;0;1;0
P-00447;WC-2002;T-28;20;forward;Vassell;Darius;1980-06-13;0;0;0;0;1
P-00452;WC-1958;T-85;21;midfielder;Allchurch;Len;1933-09-12;0;0;0;1;0
P-00465;WC-2022;T-30;15;midfielder;Veretout;Jordan;1993-03-01;0;0;0;1;0
P-00471;WC-2015;T-83;3;defender;Rampone;Christie;1975-06-24;1;0;1;0;0
P-00471;WC-2003;T-83;3;defender;Rampone;Christie;1975-06-24;1;0;1;0;0
P-00471;WC-1999;T-83;3;defender;Rampone;Christie;1975-06-24;1;0;1;0;0
P-00471;WC-2011;T-83;3;defender;Rampone;Christie;1975-06-24;1;0;1;0;0
P-00471;WC-2007;T-83;3;defender;Rampone;Christie;1975-06-24;1;0;1;0;0
P-00476;WC-2007;T-51;14;defender;Jang;Yong-ok;1982-09-17;1;0;1;0;0
P-00480;WC-1966;T-51;6;midfielder;Im;Seung-hwi;1946-02-03;0;0;0;1;0
P-00489;WC-1986;T-84;22;goal keeper;Otero;Celso;1958-02-01;0;1;0;0;0
P-00506;WC-1950;T-75;0;goal keeper;Stuber;Georges;1925-05-11;0;1;0;0;0
P-00506;WC-1954;T-75;3;goal keeper;Stuber;Georges;1925-05-11;0;1;0;0;0
P-00521;WC-2018;T-58;19;defender;Rui;Mário;1991-05-27;0;0;1;0;0
P-00522;WC-1998;T-16;17;midfielder;Estrada;Andrés;1967-11-12;0;0;0;1;0
P-00531;WC-1990;T-06;1;goal keeper;Preud'homme;Michel;1959-01-24;0;1;0;0;0
P-00531;WC-1994;T-06;1;goal keeper;Preud'homme;Michel;1959-01-24;0;1;0;0;0
P-00548;WC-2010;T-69;22;defender;Mavri?;Matej;1979-01-29;0;0;1;0;0
P-00549;WC-2018;T-57;9;forward;Lewandowski;Robert;1988-08-21;0;0;0;0;1
P-00549;WC-2022;T-57;9;forward;Lewandowski;Robert;1988-08-21;0;0;0;0;1
P-00556;WC-1999;T-53;17;midfielder;Rapp;Anita;1977-07-24;1;0;0;1;1
P-00556;WC-2003;T-53;9;forward;Rapp;Anita;1977-07-24;1;0;0;1;1
P-00573;WC-1999;T-41;8;midfielder;Tesse;Manuela;1976-02-28;1;0;0;1;0
P-00577;WC-1958;T-09;15;defender;Orlando;not applicable;1935-09-20;0;0;1;0;0
P-00577;WC-1966;T-09;7;defender;Orlando;not applicable;1935-09-20;0;0;1;0;0
P-00585;WC-2006;T-63;6;midfielder;Al-Ghamdi;Omar;1979-04-11;0;0;0;1;0
P-00585;WC-2002;T-63;19;midfielder;Al-Ghamdi;Omar;1979-04-11;0;0;0;1;0
P-00596;WC-2014;T-01;23;goal keeper;M'Bolhi;Raïs;1986-04-25;0;1;0;0;0
P-00596;WC-2010;T-01;23;goal keeper;M'Bolhi;Raïs;1986-04-25;0;1;0;0;0
P-00597;WC-2022;T-47;24;defender;Benoun;Badr;1993-09-30;0;0;1;0;0
P-00618;WC-1950;T-84;0;midfielder;Ortuño;Washington;1928-05-13;0;0;0;1;0
P-00619;WC-1994;T-73;7;forward;Goikoetxea;Andoni;1965-10-21;0;0;0;0;1
P-00640;WC-2006;T-79;5;forward;Jaziri;Ziad;1978-07-12;0;0;0;0;1
P-00640;WC-2002;T-79;5;forward;Jaziri;Ziad;1978-07-12;0;0;0;0;1
P-00643;WC-1986;T-30;9;midfielder;Fernández;Luis;1959-10-02;0;0;0;1;0
P-00649;WC-2002;T-69;21;forward;Cimiroti?;Sebastjan;1974-09-14;0;0;0;0;1
P-00652;WC-2022;T-03;2;defender;Foyth;Juan;1998-01-12;0;0;1;0;0
P-00668;WC-1998;T-79;12;forward;Melki;Mourad;1975-05-09;0;0;0;1;1
P-00668;WC-2002;T-79;21;midfielder;Melki;Mourad;1975-05-09;0;0;0;1;1
P-00683;WC-2002;T-63;20;forward;Al-Yami;Al Hasan;1972-08-21;0;0;0;0;1
P-00685;WC-1986;T-39;17;forward;Abid;Anad;1955-08-03;0;0;0;0;1
P-00707;WC-1982;T-87;15;defender;Hrsti?;Miloš;1955-11-20;0;0;1;0;0
P-00708;WC-1930;T-09;0;midfielder;Fernando;not applicable;1906-03-01;0;0;0;1;0
P-00733;WC-1930;T-83;0;forward;Gentle;James;1904-07-21;0;0;0;0;1
P-00739;WC-1974;T-88;16;defender;Mialo;Mwape;1951-12-30;0;0;1;0;0
P-00740;WC-1938;T-74;0;midfielder;Svanström;Kurt;1915-03-24;0;0;0;1;0
P-00746;WC-1970;T-74;18;forward;Turesson;Tom;1942-05-17;0;0;0;0;1
P-00747;WC-1962;T-13;1;goal keeper;Escuti;Misael;1926-12-20;0;1;0;0;0
P-00781;WC-2018;T-17;9;midfielder;Colindres;Daniel;1985-01-10;0;0;0;1;0
P-00793;WC-1962;T-75;12;forward;Vonlanthen;Marcel;1933-09-08;0;0;0;0;1
P-00795;WC-1982;T-36;20;defender;Csuhay;József;1957-07-12;0;0;1;0;0
P-00795;WC-1986;T-36;12;defender;Csuhay;József;1957-07-12;0;0;1;0;0
P-00796;WC-1982;T-52;22;goal keeper;Dunlop;George;1956-01-16;0;1;0;0;0
P-00809;WC-2022;T-12;23;midfielder;Millar;Liam;1999-09-27;0;0;0;1;0
P-00820;WC-2011;T-53;15;defender;Gardsjord;Hedda Strand;1982-06-28;1;0;1;0;0
P-00836;WC-1966;T-75;17;forward;Schindelholz;Jean-Claude;1940-10-11;0;0;0;0;1
P-00848;WC-1998;T-16;3;defender;Palacios;Ever;1969-01-18;0;0;1;0;0
P-00855;WC-1966;T-03;1;goal keeper;Roma;Antonio;1932-07-13;0;1;0;0;0
P-00855;WC-1962;T-03;1;goal keeper;Roma;Antonio;1932-07-13;0;1;0;0;0
P-00867;WC-1966;T-03;7;defender;Marzolini;Silvio;1940-10-04;0;0;1;0;0
P-00867;WC-1962;T-03;3;defender;Marzolini;Silvio;1940-10-04;0;0;1;0;0
P-00875;WC-2014;T-75;14;midfielder;Stocker;Valentin;1989-04-12;0;0;0;1;0
P-00891;WC-1978;T-74;9;midfielder;Larsson;Lennart;1953-07-09;0;0;0;1;0
P-00916;WC-2006;T-30;11;forward;Wiltord;Sylvain;1974-05-10;0;0;0;0;1
P-00916;WC-2002;T-30;11;forward;Wiltord;Sylvain;1974-05-10;0;0;0;0;1
P-00941;WC-1962;T-73;22;midfielder;Vergés;Martí;1934-03-08;0;0;0;1;0
P-00957;WC-2010;T-01;3;defender;Belhadj;Nadir;1982-06-18;0;0;1;0;0
P-00981;WC-2018;T-03;6;defender;Fazio;Federico;1987-03-17;0;0;1;0;0
P-00987;WC-1962;T-73;7;defender;Echeberría;Luis María;1940-03-24;0;0;1;0;0
P-01012;WC-2010;T-69;9;forward;Ljubijanki?;Zlatan;1983-12-15;0;0;0;0;1
P-01013;WC-1966;T-41;3;midfielder;Barison;Paolo;1936-06-23;0;0;0;1;0
P-01018;WC-2002;T-57;22;goal keeper;Matysek;Adam;1968-07-19;0;1;0;0;0
P-01019;WC-2019;T-43;2;defender;Silver;Lauren;1993-03-22;1;0;1;0;0
P-01039;WC-2007;T-50;3;defender;Yusuf;Ayisat;1985-03-06;1;0;1;0;0
P-01045;WC-2010;T-41;18;forward;Quagliarella;Fabio;1983-01-31;0;0;0;0;1
P-01062;WC-2007;T-32;14;forward;Tahiru;Rumanatu;1984-06-04;1;0;0;0;1
P-01064;WC-2014;T-33;1;goal keeper;Karnezis;Orestis;1985-07-11;0;1;0;0;0
P-01068;WC-2014;T-16;21;forward;Martínez;Jackson;1986-10-03;0;0;0;0;1
P-01077;WC-2022;T-59;17;defender;Mohammad;Ismaeel;1990-04-05;0;0;1;0;0
P-01078;WC-2014;T-41;17;forward;Immobile;Ciro;1990-02-20;0;0;0;0;1
P-01092;WC-2015;T-16;23;forward;González;Manuela;1995-08-29;1;0;0;0;1
P-01096;WC-2015;T-74;19;forward;Lundh;Emma;1989-06-26;1;0;0;0;1
P-01106;WC-1950;T-28;0;defender;Scott;Laurie;1917-04-23;0;0;1;0;0
P-01116;WC-1950;T-55;0;defender;González;Alberto;not available;0;0;1;0;0
P-01137;WC-1998;T-61;7;forward;L?c?tu?;Marius;1964-04-05;0;0;0;0;1
P-01137;WC-1990;T-61;7;forward;L?c?tu?;Marius;1964-04-05;0;0;0;0;1
P-01164;WC-2014;T-50;10;midfielder;Mikel;John Obi;1987-04-22;0;0;0;1;0
P-01164;WC-2018;T-50;10;midfielder;Mikel;John Obi;1987-04-22;0;0;0;1;0
P-01165;WC-1982;T-57;10;defender;Majewski;Stefan;1956-01-31;0;0;1;0;0
P-01165;WC-1986;T-57;10;defender;Majewski;Stefan;1956-01-31;0;0;1;0;0
P-01169;WC-2014;T-83;9;forward;Jóhannsson;Aron;1990-11-10;0;0;0;0;1
P-01172;WC-1970;T-10;14;defender;Zhechev;Dobromir;1942-11-12;0;0;1;0;0
P-01172;WC-1974;T-10;3;defender;Zhechev;Dobromir;1942-11-12;0;0;1;0;0
P-01172;WC-1962;T-10;12;defender;Zhechev;Dobromir;1942-11-12;0;0;1;0;0
P-01172;WC-1966;T-10;6;defender;Zhechev;Dobromir;1942-11-12;0;0;1;0;0
P-01173;WC-1958;T-36;9;forward;Hidegkuti;Nándor;1922-03-03;0;0;0;0;1
P-01173;WC-1954;T-36;9;forward;Hidegkuti;Nándor;1922-03-03;0;0;0;0;1
P-01196;WC-2022;T-18;5;defender;Erli?;Martin;1998-01-24;0;0;1;0;0
P-01211;WC-1958;T-46;14;forward;Gutiérrez;Miguel;1931-05-07;0;0;0;0;1
P-01212;WC-2010;T-83;21;defender;Goodson;Clarence;1982-05-17;0;0;1;0;0
P-01224;WC-1990;T-26;17;forward;Shawky;Ayman;1962-12-09;0;0;0;0;1
P-01235;WC-1966;T-10;14;forward;Kotkov;Nikola;1938-12-09;0;0;0;0;1
P-01246;WC-1934;T-26;0;midfielder;Rafaat;Ismail;1908-01-01;0;0;0;1;0
P-01247;WC-2019;T-13;20;forward;Zamora;Daniela;1990-11-13;1;0;0;0;1
P-01249;WC-1998;T-28;21;defender;Ferdinand;Rio;1978-11-07;0;0;1;0;0
P-01249;WC-2006;T-28;5;defender;Ferdinand;Rio;1978-11-07;0;0;1;0;0
P-01249;WC-2002;T-28;5;defender;Ferdinand;Rio;1978-11-07;0;0;1;0;0
P-01256;WC-1998;T-10;15;defender;Zafirov;Adalbert;1969-09-29;0;0;1;0;0
P-01258;WC-2022;T-59;3;midfielder;Hassan;Abdelkarim;1993-08-28;0;0;0;1;0
P-01259;WC-1990;T-17;11;forward;Jara;Claudio;1959-05-06;0;0;0;0;1
P-01272;WC-1999;T-53;3;defender;Kringen;Gøril;1972-01-28;1;0;1;0;0
P-01275;WC-1991;T-74;12;goal keeper;Olsson;Ing-Marie;1966-02-23;1;1;0;0;0
P-01278;WC-1930;T-13;0;goal keeper;Cortés;Roberto;1905-02-02;0;1;0;0;0
P-01287;WC-1966;T-28;19;forward;Paine;Terry;1939-03-23;0;0;0;0;1
P-01292;WC-2014;T-41;14;midfielder;Aquilani;Alberto;1984-07-07;0;0;0;1;0
P-01298;WC-1990;T-87;6;defender;Jozi?;Davor;1960-09-22;0;0;1;0;0
P-01302;WC-2019;T-11;8;midfielder;Feudjio;Raissa;1995-10-29;1;0;0;1;0
P-01302;WC-2015;T-11;8;midfielder;Feudjio;Raissa;1995-10-29;1;0;0;1;0
P-01311;WC-2002;T-41;20;forward;Montella;Vincenzo;1974-06-18;0;0;0;0;1
P-01320;WC-2019;T-44;20;forward;Yokoyama;Kumi;1993-08-13;1;0;0;0;1
P-01321;WC-2011;T-29;21;defender;Chapeh;Laetitia;1987-04-07;1;0;1;0;0
P-01347;WC-2018;T-50;2;defender;Idowu;Brian;1992-05-18;0;0;1;0;0
P-01355;WC-1998;T-64;21;goal keeper;Gould;Jonathan;1968-07-18;0;1;0;0;0
P-01357;WC-1950;T-41;0;midfielder;Remondini;Leandro;1917-11-17;0;0;0;1;0
P-01364;WC-1998;T-50;2;defender;Oparaku;Mobi;1976-12-01;0;0;1;0;0
P-01374;WC-2003;T-04;8;midfielder;Duus;Bryony;1977-10-07;1;0;0;1;0
P-01384;WC-2015;T-17;6;defender;Sánchez;Carol;1986-04-16;1;0;1;0;0
P-01401;WC-2006;T-77;12;defender;Akoto;Eric;1980-07-20;0;0;1;0;0
P-01406;WC-1958;T-36;22;goal keeper;Ilku;István;1933-03-06;0;1;0;0;0
P-01406;WC-1962;T-36;22;goal keeper;Ilku;István;1933-03-06;0;1;0;0;0
P-01410;WC-1962;T-36;15;midfielder;Mencel;János;1941-12-14;0;0;0;1;0
P-01416;WC-2014;T-73;18;defender;Alba;Jordi;1989-03-21;0;0;1;0;0
P-01416;WC-2022;T-73;18;defender;Alba;Jordi;1989-03-21;0;0;1;0;0
P-01416;WC-2018;T-73;18;defender;Alba;Jordi;1989-03-21;0;0;1;0;0
P-01434;WC-1938;T-57;0;forward;Pi?tek;Leonard;1913-10-03;0;0;0;0;1
P-01454;WC-2010;T-51;8;defender;Ji;Yun-nam;1976-11-20;0;0;1;0;0
P-01462;WC-2002;T-65;7;forward;Camara;Henri;1977-05-10;0;0;0;0;1
P-01505;WC-2014;T-16;4;defender;Arias;Santiago;1992-01-13;0;0;1;0;0
P-01505;WC-2018;T-16;4;defender;Arias;Santiago;1992-01-13;0;0;1;0;0
P-01514;WC-1998;T-22;13;defender;Laursen;Jacob;1971-10-06;0;0;1;0;0
P-01517;WC-2011;T-50;13;midfielder;Chukwudi;Ogonna;1988-09-14;1;0;0;1;0
P-01517;WC-2019;T-50;23;midfielder;Chukwudi;Ogonna;1988-09-14;1;0;0;1;0
P-01517;WC-2007;T-50;9;midfielder;Chukwudi;Ogonna;1988-09-14;1;0;0;1;0
P-01521;WC-1950;T-46;0;midfielder;Cuburu;Samuel;1928-02-20;0;0;0;1;0
P-01529;WC-1966;T-75;19;midfielder;Stierli;Xavier;1940-10-29;0;0;0;1;0
P-01538;WC-2014;T-16;15;midfielder;Mejía;Alexander;1988-07-11;0;0;0;1;0
P-01560;WC-2014;T-30;16;goal keeper;Ruffier;Stéphane;1986-09-27;0;1;0;0;0
P-01561;WC-1938;T-48;0;defender;Been;Dick;1909-07-02;0;0;1;0;0
P-01567;WC-2019;T-73;13;goal keeper;Paños;Sandra;1992-11-04;1;1;0;0;0
P-01567;WC-2015;T-73;23;goal keeper;Paños;Sandra;1992-11-04;1;1;0;0;0
P-01582;WC-1978;T-48;9;midfielder;Haan;Arie;1948-11-16;0;0;0;1;0
P-01582;WC-1974;T-48;2;midfielder;Haan;Arie;1948-11-16;0;0;0;1;0
P-01594;WC-2018;T-56;12;goal keeper;Cáceda;Carlos;1991-09-27;0;1;0;0;0
P-01597;WC-1974;T-88;6;midfielder;Massamba;Kilasu;1950-12-22;0;0;0;1;0
P-01608;WC-1995;T-09;4;defender;Solange;not applicable;1969-03-29;1;0;1;0;0
P-01608;WC-1991;T-09;8;defender;Solange;not applicable;1969-03-29;1;0;1;0;0
P-01618;WC-1962;T-13;8;midfielder;Toro;Jorge;1939-01-10;0;0;0;1;0
P-01632;WC-1994;T-11;18;midfielder;Fiala;Jean-Pierre;1969-04-22;0;0;0;1;0
P-01665;WC-2014;T-62;15;midfielder;Mogilevets;Pavel;1993-01-25;0;0;0;1;0
P-01674;WC-2006;T-17;13;forward;Bernard;Kurt;1977-08-08;0;0;0;0;1
P-01678;WC-1994;T-75;9;forward;Knup;Adrian;1968-07-02;0;0;0;0;1
P-01706;WC-1998;T-06;20;forward;Mpenza;Émile;1978-07-04;0;0;0;0;1
P-01717;WC-1999;T-46;13;forward;González;Mónica;1978-10-10;1;0;0;0;1
P-01719;WC-1950;T-13;0;defender;Flores;Miguel;1920-10-11;0;0;1;0;0
P-01721;WC-1991;T-22;3;defender;Hansen;Jannie;1963-10-06;1;0;1;0;0
P-01726;WC-1938;T-36;0;forward;Bíró;Mihály;1914-07-20;0;0;0;0;1
P-01729;WC-2018;T-75;12;goal keeper;Mvogo;Yvon;1994-06-06;0;1;0;0;0
P-01730;WC-2018;T-46;3;defender;Salcedo;Carlos;1993-09-29;0;0;1;0;0
P-01735;WC-2011;T-51;13;midfielder;Kim;Un-ju;1993-04-09;1;0;0;1;0
P-01736;WC-1978;T-03;18;defender;Pagnanini;Rubén;1949-01-31;0;0;1;0;0
P-01739;WC-1991;T-15;13;forward;Lin;Chao-chun;1972-10-31;1;0;0;0;1
P-01760;WC-1974;T-24;22;goal keeper;Friese;Werner;1946-03-30;0;1;0;0;0
P-01779;WC-1974;T-09;19;forward;Mirandinha;not applicable;1952-02-26;0;0;0;0;1
P-01792;WC-2022;T-83;12;goal keeper;Horvath;Ethan;1995-06-09;0;1;0;0;0
P-01806;WC-1994;T-62;12;defender;Tetradze;Omari;1969-10-13;0;0;1;0;0
P-01835;WC-2010;T-46;12;defender;Aguilar;Paul;1986-03-06;0;0;1;0;0
P-01835;WC-2014;T-46;22;defender;Aguilar;Paul;1986-03-06;0;0;1;0;0
P-01853;WC-2003;T-83;19;midfielder;Hucles;Angela;1978-07-05;1;0;0;1;0
P-01853;WC-2007;T-83;16;midfielder;Hucles;Angela;1978-07-05;1;0;0;1;0
P-01864;WC-1962;T-36;5;defender;Solymosi;Ern?;1940-09-21;0;0;1;0;0
P-01889;WC-1950;T-55;0;defender;Céspedes;Casiano;not available;0;0;1;0;0
P-01892;WC-1950;T-75;0;defender;Gyger;Rudolf;1920-04-16;0;0;1;0;0
P-01895;WC-1954;T-06;13;defender;Dirickx;Henri;1927-07-07;0;0;1;0;0
P-01918;WC-1934;T-74;0;midfielder;Johnsson;Carl;not available;0;0;0;1;0
P-01925;WC-2022;T-12;17;forward;Larin;Cyle;1995-04-17;0;0;0;0;1
P-01929;WC-2011;T-53;12;goal keeper;Skarbø;Erika;1987-06-12;1;1;0;0;0
P-01929;WC-2007;T-53;12;goal keeper;Skarbø;Erika;1987-06-12;1;1;0;0;0
P-01930;WC-2022;T-59;19;forward;Ali;Almoez;1996-08-19;0;0;0;0;1
P-01933;WC-2014;T-25;14;midfielder;Minda;Oswaldo;1983-07-26;0;0;0;1;0
P-01935;WC-1938;T-57;0;forward;Baran;Stanis?aw;1920-04-26;0;0;0;0;1
P-01939;WC-2002;T-09;22;goal keeper;Ceni;Rogério;1973-01-22;0;1;0;0;0
P-01939;WC-2006;T-09;12;goal keeper;Ceni;Rogério;1973-01-22;0;1;0;0;0
P-01945;WC-2022;T-32;10;forward;Ayew;André;1989-12-17;0;0;0;1;1
P-01945;WC-2010;T-32;13;midfielder;Ayew;André;1989-12-17;0;0;0;1;1
P-01945;WC-2014;T-32;10;midfielder;Ayew;André;1989-12-17;0;0;0;1;1
P-01949;WC-1978;T-79;15;forward;Ben Mouza;Mohamed;1954-04-05;0;0;0;0;1
P-01955;WC-1999;T-04;5;defender;Bartlett;Traci;1972-05-17;1;0;1;0;0
P-01955;WC-1995;T-04;13;defender;Bartlett;Traci;1972-05-17;1;0;1;0;0
P-01959;WC-1958;T-72;13;goal keeper;Belyayev;Vladimir;1933-09-15;0;1;0;0;0
P-01972;WC-1934;T-06;0;midfielder;Welkenhuysen;Félix;1908-12-12;0;0;0;1;0
P-01974;WC-1958;T-85;22;midfielder;Baker;George;1936-04-06;0;0;0;1;0
P-01978;WC-2010;T-69;21;midfielder;Stevanovi?;Dalibor;1984-09-27;0;0;0;1;0
P-01987;WC-2010;T-46;20;defender;Torres Nilo;Jorge;1988-01-16;0;0;1;0;0
P-01989;WC-1950;T-07;0;defender;Achá;Alberto;1917-02-18;0;0;1;0;0
P-01994;WC-2022;T-17;21;midfielder;López;Douglas;1998-09-21;0;0;0;1;0
P-02005;WC-1999;T-22;15;forward;Hansen;Mikka;1975-11-11;1;0;0;0;1
P-02008;WC-1995;T-31;4;defender;Pohlmann;Dagmar;1972-02-07;1;0;1;0;0
P-02017;WC-1990;T-74;9;midfielder;Engqvist;Leif;1962-07-30;0;0;0;1;0
P-02028;WC-2018;T-26;12;defender;Ashraf;Ayman;1991-04-09;0;0;1;0;0
P-02030;WC-2022;T-85;24;defender;Cabango;Ben;2000-05-30;0;0;1;0;0
P-02042;WC-1958;T-30;1;goal keeper;Abbes;Claude;1927-05-24;0;1;0;0;0
P-02042;WC-1954;T-30;3;goal keeper;Abbes;Claude;1927-05-24;0;1;0;0;0
P-02061;WC-1950;T-28;0;defender;Ramsey;Alf;1920-01-22;0;0;1;0;0
P-02071;WC-2022;T-57;26;midfielder;Skóra?;Micha?;2000-02-15;0;0;0;1;0
P-02078;WC-1954;T-41;3;defender;Giacomazzi;Giovanni;1928-01-18;0;0;1;0;0
P-02080;WC-1994;T-16;12;goal keeper;Mondragón;Faryd;1971-06-21;0;1;0;0;0
P-02080;WC-1998;T-16;22;goal keeper;Mondragón;Faryd;1971-06-21;0;1;0;0;0
P-02080;WC-2014;T-16;22;goal keeper;Mondragón;Faryd;1971-06-21;0;1;0;0;0
P-02091;WC-1934;T-74;0;forward;Kroon;Knut;1906-06-19;0;0;0;0;1
P-02094;WC-1978;T-36;15;defender;Rab;Tibor;1955-10-02;0;0;1;0;0
P-02094;WC-1982;T-36;13;defender;Rab;Tibor;1955-10-02;0;0;1;0;0
P-02096;WC-1990;T-84;22;goal keeper;Zeoli;Javier;1962-05-02;0;1;0;0;0
P-02102;WC-1970;T-72;16;forward;Byshovets;Anatoliy;1946-04-23;0;0;0;0;1
P-02104;WC-1974;T-13;22;goal keeper;Nef;Adolfo;1946-01-18;0;1;0;0;0
P-02115;WC-2006;T-74;12;goal keeper;Alvbåge;John;1982-08-10;0;1;0;0;0
P-02130;WC-1958;T-30;15;forward;Bruey;Stéphane;1932-12-11;0;0;0;0;1
P-02141;WC-2003;T-51;5;defender;Sin;Kum-ok;1975-11-25;1;0;1;0;0
